This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 202405 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on E/P.

The portfolios are constructed at the end of June.  E/P is earnings before
extraordinary at the last fiscal year end of the prior calendar year divided
by ME at the end of December of the prior year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198307,   -3.41,   -5.17,   -3.14,   -1.53,   -5.73,   -3.31,   -3.86,   -2.86,   -0.09,   -5.95,   -5.54,   -3.85,   -3.00,   -4.12,   -3.57,   -1.82,   -3.48,   -0.02,   -0.23
198308,   -1.45,   -2.19,    0.23,    3.47,   -2.98,   -0.37,    0.35,    2.72,    3.32,   -4.01,   -2.10,   -0.34,   -0.39,   -1.03,    1.82,    1.11,    3.69,    3.71,    2.57
198309,    0.52,    1.73,    2.55,    1.00,    1.80,    2.64,    2.00,    1.66,    0.86,    0.95,    2.52,    1.59,    3.24,    3.03,    0.93,    2.44,    1.21,    0.33,    1.88
198310,   -4.76,   -5.57,   -1.15,   -0.94,   -6.80,   -1.56,   -1.40,   -1.72,   -0.12,   -9.13,   -4.86,   -2.76,   -0.89,   -1.66,   -1.13,   -1.11,   -2.09,    0.80,   -1.88
198311,    4.40,    4.29,    2.44,    1.68,    5.51,    0.97,    3.87,    2.77,    0.93,    8.52,    3.13,    1.61,    0.62,    4.49,    3.21,    2.83,    2.74,    1.27,    0.24
198312,   -1.35,   -1.64,   -0.70,   -0.59,   -1.49,   -0.99,   -0.69,   -1.21,   -0.14,   -3.67,    0.35,   -1.98,   -0.43,   -0.46,   -0.95,   -1.22,   -1.21,    0.65,   -1.72
198401,    0.13,   -5.64,   -2.68,    4.67,   -6.70,   -3.70,   -2.27,    3.33,    3.74,   -7.75,   -5.85,   -3.21,   -3.97,   -3.25,   -1.18,   -1.16,    5.98,    4.60,    1.96
198402,   -8.34,   -5.99,   -4.30,   -1.32,   -6.61,   -3.81,   -5.07,   -3.05,   -0.58,   -6.84,   -6.42,   -4.63,   -3.35,   -4.76,   -5.40,   -4.41,   -2.30,    0.42,   -2.60
198403,    3.37,    1.07,    2.33,   -0.15,    0.94,    1.75,    2.66,   -0.12,    0.80,    0.00,    1.70,    1.34,    1.97,    3.09,    2.18,    2.29,   -1.43,    1.32,   -0.29
198404,   -4.27,    0.29,    0.48,    1.51,   -0.18,    0.49,    0.59,    1.12,    1.75,   -1.54,    0.88,    1.31,    0.05,    1.23,   -0.10,    1.01,    1.18,    2.46,    0.26
198405,   -9.35,   -6.29,   -4.21,   -4.52,   -6.53,   -4.45,   -4.65,   -5.13,   -3.69,   -6.06,   -6.89,   -5.79,   -3.72,   -4.74,   -4.56,   -4.16,   -5.67,   -3.42,   -4.28
198406,   -0.50,    4.29,    2.96,    2.46,    4.02,    3.31,    3.86,    4.19,    0.22,    4.27,    3.84,    4.84,    2.49,    3.34,    4.43,    1.94,    5.46,    0.91,   -1.17
198407,   -9.13,   -2.80,   -0.96,   -1.98,   -3.03,   -2.57,   -0.35,   -2.03,   -1.46,   -5.13,   -0.95,   -2.23,   -2.84,    0.61,   -1.95,   -0.99,   -3.08,   -3.17,    1.52
198408,   13.10,   12.80,   10.88,   10.75,   13.34,   11.19,   10.82,   10.89,   10.72,   14.36,   12.36,   11.46,   10.98,   10.35,   11.62,   10.95,   10.82,   12.01,    8.57
198409,   -2.42,   -3.73,   -0.69,    3.42,   -5.03,   -1.61,   -0.87,    1.34,    4.28,   -4.77,   -5.29,   -0.42,   -2.58,   -0.68,   -1.20,    1.07,    1.61,    3.39,    5.80
198410,   -4.66,   -1.10,    0.45,    1.20,   -1.31,    0.00,    0.89,    0.63,    0.91,   -2.28,   -0.38,   -0.55,    0.43,    1.03,    0.65,   -0.55,    1.83,   -0.32,    2.98
198411,   -4.06,   -2.97,   -1.17,    0.46,   -3.27,   -1.18,   -1.52,   -0.64,    0.85,   -3.58,   -2.97,   -2.22,   -0.37,   -1.56,   -1.46,   -0.92,   -0.36,    0.09,    2.09
198412,   -0.18,    2.20,    2.67,    2.67,    1.78,    2.87,    2.66,    2.76,    2.63,    0.68,    2.80,    3.26,    2.57,    2.61,    2.74,    2.78,    2.74,    2.30,    3.17
198501,   11.18,   11.89,    8.93,    6.12,   12.07,   10.64,    9.01,    8.04,    5.20,   14.47,    9.88,   11.44,   10.02,    9.46,    8.24,    7.97,    8.10,    5.64,    4.50
198502,    1.34,    0.36,    2.05,    2.57,    0.00,    1.12,    2.08,    3.57,    1.69,    0.07,   -0.06,    1.23,    1.03,    1.65,    2.82,    2.74,    4.39,    2.28,    0.74
198503,   -1.21,   -3.46,   -0.27,    1.80,   -3.87,   -0.99,   -1.15,    1.59,    1.84,   -5.60,   -2.23,   -2.46,    0.16,   -1.66,   -0.26,    1.47,    1.71,    0.61,    3.85
198504,   -3.08,   -2.02,   -0.97,    1.71,   -2.52,   -1.22,   -0.76,   -0.47,    2.51,   -2.20,   -2.82,   -0.81,   -1.54,   -1.06,   -0.27,   -1.04,    0.08,    2.96,    1.78
198505,    1.92,    5.50,    6.99,    5.00,    5.20,    6.24,    6.54,    7.17,    4.57,    4.66,    5.70,    6.20,    6.28,    5.80,    7.79,    8.52,    5.88,    3.69,    6.00
198506,   -0.85,    1.90,    1.15,    2.50,    1.60,    1.68,    0.74,    2.34,    2.49,    1.20,    1.98,    2.60,    0.99,    0.44,    1.24,    2.17,    2.52,    1.28,    4.28
198507,    3.87,   -0.30,    0.85,   -2.01,    0.69,   -0.88,    1.90,   -0.98,   -2.16,    0.11,    1.18,   -1.82,    0.06,    3.04,    0.33,   -0.32,   -1.73,   -2.40,   -1.90
198508,   -1.55,   -1.31,   -0.73,    0.64,   -1.32,   -1.21,   -0.92,    0.41,    0.50,   -1.69,   -1.01,   -1.29,   -1.14,   -1.88,    0.44,   -0.03,    0.92,    1.76,   -0.83
198509,   -7.74,   -4.82,   -3.02,   -3.94,   -5.10,   -3.92,   -3.30,   -3.05,   -3.87,   -5.89,   -4.44,   -4.37,   -3.47,   -3.42,   -3.14,   -2.16,   -4.07,   -3.49,   -4.29
198510,    1.56,    4.62,    4.20,    5.74,    5.04,    3.32,    4.01,    5.41,    6.11,    5.81,    4.38,    3.99,    2.64,    3.72,    4.44,    5.74,    5.03,    5.95,    6.30
198511,    6.13,    8.71,    7.62,    5.19,    7.85,    9.73,    7.62,    6.35,    4.48,    6.55,    8.98,   10.02,    9.43,    7.86,    7.29,    6.16,    6.57,    2.77,    6.35
198512,    2.51,    4.33,    4.99,    4.53,    3.79,    4.93,    6.23,    4.32,    3.87,    3.69,    3.88,    5.13,    4.71,    7.99,    3.68,    3.01,    5.80,    3.32,    4.45
198601,    3.69,    1.12,    0.23,    1.88,    2.03,    0.31,    0.26,    1.18,    1.36,    2.14,    1.93,   -0.24,    0.88,   -0.54,    1.49,   -0.36,    2.85,   -0.70,    3.52
198602,    5.29,    8.33,    7.04,    8.40,    7.41,    8.80,    6.04,    8.60,    8.06,    6.18,    8.47,    9.73,    7.83,    5.06,    7.50,    8.20,    9.02,    6.61,    9.52
198603,    6.15,    5.05,    5.72,    5.57,    4.85,    6.45,    4.50,    5.97,    5.56,    5.91,    3.97,    5.34,    7.61,    3.32,    6.21,    6.34,    5.58,    4.69,    6.40
198604,   -1.92,   -0.01,   -0.04,   -2.49,    0.76,    0.01,   -0.10,   -1.22,   -3.08,    1.07,    0.50,   -1.13,    1.19,    1.34,   -2.16,   -0.99,   -1.45,   -1.14,   -5.02
198605,    2.48,    5.98,    5.13,    4.92,    5.80,    5.83,    3.71,    6.64,    4.41,    6.90,    4.85,    6.24,    5.40,    2.97,    4.80,    7.44,    5.80,    5.86,    2.90
198606,   -2.68,    1.09,    1.60,    2.45,   -0.37,    2.72,    0.83,    3.03,    1.76,    1.04,   -1.59,    3.26,    2.16,   -0.12,    2.20,    2.46,    3.63,    2.13,    1.37
198607,   -9.92,   -7.14,   -7.20,   -2.46,   -8.62,   -5.97,   -7.60,   -4.85,   -2.03,   -9.35,   -7.74,   -4.65,   -7.14,   -7.95,   -6.97,   -6.25,   -3.52,   -1.64,   -2.56
198608,    6.46,    5.70,    6.07,    8.10,    6.15,    4.40,    6.12,    7.29,    8.92,    7.08,    5.04,    4.97,    3.89,    6.03,    6.29,    8.63,    6.05,    9.32,    8.36
198609,   -5.30,   -9.76,   -8.03,   -7.86,   -9.29,  -10.32,   -7.49,   -7.41,   -7.83,   -8.05,  -10.78,  -10.53,  -10.13,   -6.99,   -8.39,   -6.84,   -7.93,   -7.52,   -8.28
198610,    4.82,    6.83,    5.00,    4.51,    6.03,    7.89,    3.75,    5.12,    4.24,    5.64,    6.50,    8.16,    7.64,    1.84,    7.17,    5.01,    5.23,    4.12,    4.41
198611,    0.42,    2.15,    2.06,    1.19,    2.06,    1.78,    2.51,    1.25,    1.38,    2.57,    1.43,    2.29,    1.31,    3.43,    0.95,    1.87,    0.66,    1.73,    0.88
198612,   -3.08,   -2.02,   -3.10,   -2.82,   -2.52,   -2.09,   -3.16,   -2.53,   -3.17,   -2.63,   -2.37,   -1.22,   -2.90,   -2.61,   -4.11,   -3.19,   -1.87,   -3.37,   -2.88
198701,   11.57,   15.54,   12.17,   11.77,   15.41,   13.57,   12.77,   10.22,   12.81,   15.09,   15.81,   15.74,   11.53,   12.06,   14.02,   11.46,    9.01,   13.32,   12.07
198702,    5.99,    8.10,    5.52,    0.60,    8.29,    6.34,    6.40,    3.21,   -0.04,    8.60,    7.92,    7.79,    4.92,    6.83,    5.65,    4.02,    2.39,   -0.56,    0.72
198703,    2.93,    1.82,    2.81,    1.32,    1.73,    2.02,    3.15,    2.10,    1.32,    3.17,   -0.08,    1.96,    2.07,    3.76,    2.07,    2.85,    1.32,    2.22,    0.03
198704,   -0.04,   -1.66,   -1.46,   -2.19,   -1.27,   -2.56,   -1.05,   -2.07,   -1.75,   -0.57,   -2.17,   -2.27,   -2.86,   -0.44,   -2.15,   -0.80,   -3.42,   -2.24,   -1.02
198705,    0.98,    1.78,    0.42,   -0.27,    1.11,    2.17,    0.29,   -0.47,   -0.21,    1.49,    0.60,    2.85,    1.48,    0.29,    0.28,   -0.52,   -0.42,    0.49,   -1.23
198706,    3.04,    3.99,    4.92,    5.17,    4.00,    5.13,    4.52,    5.05,    4.93,    3.70,    4.40,    3.97,    6.28,    4.20,    5.09,    4.30,    5.85,    5.59,    3.95
198707,    6.75,    4.89,    4.72,    2.22,    6.24,    3.31,    4.69,    4.64,    1.33,    7.99,    4.89,    2.46,    4.28,    4.16,    5.72,    5.15,    4.02,    0.68,    2.14
198708,    0.46,    4.20,    4.23,    4.66,    4.49,    3.94,    3.48,    4.78,    5.16,    3.41,    5.35,    3.65,    4.27,    4.09,    2.35,    5.66,    3.68,    5.65,    4.57
198709,    0.98,   -1.98,   -2.49,   -2.62,   -1.40,   -2.49,   -3.20,   -1.36,   -3.42,   -1.29,   -1.48,   -3.07,   -1.85,   -3.47,   -2.68,   -1.62,   -1.03,   -2.35,   -4.74
198710,  -30.58,  -24.26,  -22.02,  -18.58,  -24.75,  -23.05,  -23.18,  -19.39,  -18.05,  -26.10,  -23.70,  -23.32,  -22.75,  -22.42,  -24.61,  -19.22,  -19.60,  -15.11,  -21.75
198711,   -5.63,   -8.61,   -7.57,   -6.52,   -7.98,   -8.63,   -7.48,   -7.39,   -6.39,   -7.11,   -8.65,   -9.78,   -7.36,   -7.90,   -6.66,   -7.89,   -6.77,   -6.97,   -5.58
198712,    7.87,    8.98,    8.07,    3.99,    8.02,   10.36,    8.11,    5.52,    3.85,    6.70,    9.04,   10.83,    9.85,    7.27,    9.74,    6.56,    4.26,    3.55,    4.26
198801,    3.28,    1.51,    4.05,    8.88,    1.66,    1.83,    3.00,    7.61,    9.37,    2.58,    0.96,    1.23,    2.47,    2.49,    3.97,    7.37,    7.92,    9.01,    9.86
198802,    8.93,    5.87,    5.50,    2.77,    5.79,    5.93,    5.83,    3.94,    2.63,    5.18,    6.26,    6.03,    5.83,    4.79,    7.78,    4.64,    3.05,    2.21,    3.20
198803,    1.31,   -1.92,   -2.17,   -2.80,   -1.45,   -2.01,   -2.72,   -2.59,   -2.50,   -0.72,   -2.00,   -2.79,   -1.17,   -4.10,   -0.23,   -1.97,   -3.37,   -2.42,   -2.61
198804,    3.08,   -0.11,    1.32,    1.12,    0.25,    0.13,    1.37,    0.59,    1.93,   -0.01,    0.45,   -0.79,    1.11,    1.79,    0.64,    1.41,   -0.48,    1.42,    2.59
198805,   -1.55,   -0.33,   -0.06,    2.30,   -0.65,    0.03,   -0.42,    1.24,    2.49,   -0.29,   -0.93,    0.28,   -0.22,    0.42,   -1.89,    0.74,    1.91,    2.42,    2.58
198806,    4.39,    5.45,    4.98,    5.61,    6.26,    4.15,    6.82,    3.77,    5.50,    6.38,    6.18,    3.93,    4.38,    6.69,    7.04,    2.18,    5.84,    3.64,    7.94
198807,   -0.21,   -1.62,   -0.36,   -0.42,   -2.36,   -0.79,    0.44,   -0.96,   -0.04,   -0.78,   -3.35,   -0.10,   -1.29,   -0.53,    1.32,   -0.84,   -1.10,   -0.28,    0.22
198808,   -3.26,   -2.74,   -3.03,   -1.96,   -3.68,   -3.68,   -1.76,   -1.69,   -2.17,   -3.74,   -3.63,   -0.89,   -5.75,   -2.58,   -1.03,   -1.79,   -1.58,   -1.19,   -3.27
198809,    2.90,    4.71,    3.68,    3.92,    4.82,    4.03,    3.54,    4.18,    3.70,    4.00,    5.35,    4.50,    3.66,    3.07,    3.95,    4.07,    4.31,    3.71,    3.68
198810,   -0.61,    0.96,    2.92,    1.82,   -0.22,    3.88,    2.35,    1.58,    2.31,   -0.53,   -0.03,    3.26,    4.37,    1.46,    3.11,    2.09,    0.95,    0.92,    3.89
198811,   -1.45,   -1.50,   -1.63,   -2.22,   -1.92,   -1.69,   -0.94,   -2.33,   -1.97,   -1.80,   -1.99,   -0.71,   -2.46,   -1.19,   -0.73,   -2.04,   -2.69,   -2.83,   -1.01
198812,    2.90,    2.72,    2.05,    1.25,    2.95,    2.07,    2.18,    1.73,    1.14,    3.61,    2.53,    2.29,    1.91,    2.66,    1.77,    1.96,    1.45,    2.09,    0.14
198901,    6.69,    6.72,    6.84,    6.06,    6.90,    7.18,    6.47,    5.18,    7.25,    7.48,    6.54,    6.35,    7.80,    6.86,    6.13,    6.26,    3.88,    6.35,    8.23
198902,    0.41,   -2.14,   -1.93,   -1.14,   -2.06,   -2.82,   -1.45,   -0.98,   -1.29,   -1.18,   -2.62,   -2.32,   -3.19,   -0.93,   -1.90,   -1.07,   -0.86,   -0.25,   -2.40
198903,    5.29,    2.31,    2.19,    1.52,    1.72,    1.10,    3.92,    2.33,    1.07,    3.23,    0.74,    3.50,   -0.71,    3.78,    4.04,    2.32,    2.35,    2.61,   -0.60
198904,    4.22,    6.40,    4.90,    3.72,    6.65,    5.72,    4.28,    4.68,    3.77,    6.14,    6.99,    5.91,    5.57,    5.31,    3.39,    5.53,    3.63,    4.90,    2.51
198905,    4.87,    5.32,    3.11,    4.40,    5.45,    3.18,    3.67,    4.48,    4.00,    5.00,    5.74,    5.05,    1.70,    3.34,    3.99,    3.94,    5.14,    4.41,    3.53
198906,   -1.05,   -1.65,   -0.16,    0.28,   -1.73,   -0.95,   -0.17,    0.27,    0.38,   -1.03,   -2.19,   -1.49,   -0.51,   -0.48,    0.13,    0.41,    0.10,   -0.55,    1.46
198907,    7.98,    9.07,    7.97,    6.80,    7.06,   10.06,    8.41,    5.85,    7.71,    5.51,    8.32,   11.49,    8.54,    9.25,    7.62,    6.45,    5.01,    8.14,    7.16
198908,    1.80,    1.26,    1.71,    4.11,    2.35,    0.57,    1.52,    2.37,    5.18,    3.25,    1.64,    0.00,    1.19,    1.74,    1.30,    2.65,    1.97,    3.71,    7.02
198909,    1.99,    0.61,   -0.64,   -0.37,    0.93,   -0.75,   -0.27,   -0.19,   -0.47,   -0.35,    1.96,    0.23,   -1.80,   -0.47,   -0.09,   -0.20,   -0.17,    0.86,   -2.08
198910,   -4.16,   -2.90,   -1.92,   -4.42,   -3.59,   -2.10,   -1.99,   -1.22,   -6.18,   -4.09,   -3.19,   -2.07,   -2.14,   -2.20,   -1.79,   -1.54,   -0.76,   -4.49,   -8.31
198911,    1.13,    2.43,    2.25,    0.02,    2.15,    2.10,    2.88,    1.62,   -0.67,    3.92,    0.78,    2.78,    1.39,    3.76,    2.05,    1.80,    1.36,    0.29,   -1.94
198912,    2.62,    1.22,    2.79,    0.57,    1.48,    1.32,    3.08,    2.51,    0.06,    2.03,    1.05,    0.90,    1.77,    1.67,    4.43,    3.20,    1.53,    1.30,   -1.62
199001,  -10.11,   -7.58,   -6.66,   -7.29,   -7.14,   -6.98,   -7.36,   -6.07,   -7.95,   -6.62,   -7.57,   -8.12,   -5.77,   -6.64,   -8.04,   -6.09,   -6.05,   -8.39,   -7.34
199002,    2.94,    1.50,    1.03,    2.75,    2.29,    1.15,    0.35,    1.82,    3.15,    3.51,    1.29,    0.53,    1.79,    0.46,    0.23,    1.66,    2.04,    1.53,    5.38
199003,    2.86,    3.47,    2.72,    0.74,    3.19,    3.57,    3.17,    1.19,    0.53,    2.89,    3.44,    3.83,    3.31,    4.62,    1.75,    1.22,    1.13,    0.36,    0.75
199004,   -4.92,   -1.57,   -2.21,   -4.51,   -1.76,   -0.93,   -2.35,   -3.77,   -4.82,   -2.95,   -0.76,   -1.34,   -0.51,   -1.56,   -3.14,   -3.66,   -3.94,   -4.58,   -5.13
199005,    7.55,   11.29,    8.68,    7.68,   11.60,   11.16,    7.98,    7.37,    7.74,   11.64,   11.57,   10.92,   11.41,    7.86,    8.10,    7.23,    7.58,    7.42,    8.17
199006,   -3.56,    1.04,   -0.44,   -1.98,    1.02,    1.37,   -0.66,   -1.90,   -2.37,    0.80,    1.20,    1.07,    1.69,    0.76,   -2.10,   -2.32,   -1.29,   -2.02,   -2.86
199007,   -5.25,   -0.58,   -0.99,   -1.82,   -1.18,   -0.56,   -0.66,   -0.80,   -2.41,    0.47,   -2.28,    0.25,   -1.94,   -0.89,   -0.26,   -0.68,   -0.88,   -3.11,   -1.57
199008,  -12.94,   -8.12,   -9.92,  -10.56,   -7.93,   -8.86,  -10.24,   -9.58,  -10.97,   -7.36,   -8.33,   -8.39,   -9.69,   -9.83,  -10.93,   -9.10,   -9.92,  -10.73,  -11.25
199009,   -8.93,   -5.31,   -3.78,   -7.93,   -5.76,   -3.86,   -4.02,   -6.15,   -8.61,   -6.40,   -5.32,   -4.67,   -2.41,   -3.44,   -5.02,   -5.13,   -6.88,   -8.20,   -9.09
199010,   -4.97,   -0.14,   -0.78,   -2.64,   -1.75,    1.35,   -1.84,   -0.06,   -3.47,   -3.91,   -0.26,    2.07,    0.09,   -1.97,   -1.62,    1.76,   -1.38,   -1.97,   -5.22
199011,    9.83,    6.26,    6.80,    7.87,    7.13,    5.19,    7.30,    7.95,    7.54,    8.65,    6.12,    5.10,    5.35,    6.98,    7.87,    7.38,    8.37,    9.00,    5.77
199012,    3.67,    2.16,    3.77,    3.67,    2.49,    2.39,    3.59,    4.24,    3.51,    1.78,    2.97,    1.71,    3.61,    3.23,    4.21,    4.70,    3.91,    4.06,    2.82
199101,    7.77,    4.02,    5.21,    6.96,    5.08,    2.94,    6.38,    4.92,    7.71,    4.46,    5.49,    2.56,    3.59,    6.56,    6.06,    3.63,    5.88,    7.82,    7.57
199102,   11.80,    7.73,    6.83,    7.88,    7.92,    7.00,    7.31,    6.51,    8.62,    8.00,    7.86,    7.46,    6.19,    5.69,   10.08,    6.12,    6.80,    7.48,   10.06
199103,    7.29,    3.74,    2.31,    2.43,    2.98,    4.07,    1.90,    2.46,    2.73,    3.18,    2.84,    4.84,    2.76,    0.74,    3.79,    3.11,    1.99,    3.64,    1.61
199104,    1.55,   -0.08,   -0.09,    1.29,   -0.07,    0.15,   -0.77,    0.13,    2.63,   -0.01,   -0.11,   -0.09,    0.58,   -1.50,    0.40,    1.32,   -0.73,    3.02,    2.15
199105,    3.35,    3.53,    4.31,    5.03,    3.81,    3.29,    4.82,    2.49,    7.20,    3.89,    3.76,    3.13,    3.57,    4.70,    5.01,    3.65,    1.63,    6.22,    8.44
199106,   -8.13,   -4.02,   -4.44,   -4.75,   -4.11,   -4.15,   -4.83,   -3.69,   -4.97,   -3.52,   -4.50,   -3.89,   -4.60,   -4.51,   -5.35,   -2.74,   -4.41,   -4.47,   -5.58
199107,    4.11,    6.26,    3.36,    5.14,    6.96,    3.99,    3.34,    4.35,    6.05,    7.69,    6.51,    5.13,    2.44,    3.55,    3.12,    5.02,    3.66,    6.85,    4.82
199108,    1.71,    3.24,    2.27,    3.40,    3.49,    2.94,    1.56,    3.18,    4.40,    4.02,    3.16,    2.84,    3.08,    1.77,    1.33,    4.56,    1.74,    3.37,    6.03
199109,    0.01,   -2.53,   -0.67,    0.30,   -2.06,   -2.32,   -0.30,   -0.79,    0.14,   -1.59,   -2.35,   -3.32,   -0.92,   -0.17,   -0.45,   -2.06,    0.58,    0.93,   -1.07
199110,    3.93,    1.80,    1.06,    2.31,    2.12,    1.24,    1.03,    1.30,    2.67,    1.17,    2.72,    1.25,    1.22,    1.21,    0.84,    0.93,    1.70,    2.59,    2.80
199111,   -6.69,   -1.63,   -4.43,   -5.21,   -0.95,   -3.49,   -4.78,   -3.26,   -6.00,   -1.11,   -0.85,   -2.81,   -4.40,   -4.07,   -5.55,   -2.68,   -3.86,   -4.63,   -8.15
199112,    8.71,   13.53,    9.63,   10.97,   13.31,   12.81,    9.45,    9.04,   11.35,   12.96,   13.53,   13.92,   11.27,   10.17,    8.66,    7.81,   10.33,   12.36,    9.71
199201,    6.78,   -1.86,   -1.17,    2.41,   -2.27,   -1.27,   -1.75,    1.97,    2.82,   -1.96,   -2.47,   -1.13,   -1.47,   -2.83,   -0.52,    2.23,    1.69,    0.09,    7.36
199202,    4.79,    0.01,    1.32,    3.34,    0.23,    0.65,    0.36,    3.79,    3.65,    0.75,   -0.09,   -0.36,    2.07,   -0.24,    1.01,    4.73,    2.81,    1.47,    7.03
199203,   -3.36,   -3.26,   -1.43,   -1.33,   -3.84,   -2.07,   -1.20,   -1.59,   -1.32,   -3.44,   -4.10,   -2.24,   -1.85,   -0.77,   -1.67,   -1.82,   -1.34,   -1.01,   -1.77
199204,   -0.28,   -0.18,    3.58,    1.41,   -1.23,    2.23,    4.41,    0.96,    1.42,   -2.71,   -0.32,    1.63,    3.07,    4.97,    3.79,    0.55,    1.39,    1.39,    1.45
199205,    0.40,    0.90,    0.36,    0.89,    1.21,    0.28,    0.34,    0.78,    0.97,    2.10,    0.67,    0.38,    0.14,    0.22,    0.47,    0.80,    0.76,    1.11,    0.77
199206,   -1.14,   -3.16,   -1.32,   -1.15,   -3.99,   -1.47,   -0.79,   -2.66,   -1.23,   -3.58,   -4.25,   -1.76,   -1.07,   -1.23,   -0.31,   -4.22,   -1.01,   -1.56,   -0.73
199207,    0.70,    4.24,    4.68,    4.48,    4.36,    4.41,    4.45,    5.04,    4.05,    4.01,    4.79,    4.00,    4.85,    5.83,    2.75,    4.97,    5.12,    4.03,    4.09
199208,   -7.08,   -1.10,   -1.50,   -2.29,   -1.64,   -1.12,   -1.95,   -0.79,   -2.41,   -1.54,   -1.76,   -0.03,   -2.28,   -2.33,   -1.46,    0.26,   -2.11,   -1.88,   -3.42
199209,   -0.62,    0.96,    1.60,    2.67,    0.74,    0.70,    2.43,    2.36,    2.27,    2.12,   -0.89,    1.38,   -0.04,    2.05,    2.91,    1.66,    3.26,    1.95,    2.87
199210,   -1.88,    2.95,    0.47,    1.14,    2.61,    2.95,   -0.03,    0.44,    0.98,    3.59,    1.41,    3.61,    2.21,   -0.50,    0.55,   -0.30,    1.38,    0.80,    1.31
199211,    7.36,    4.23,    3.33,    4.34,    4.54,    3.33,    4.49,    2.25,    4.98,    5.44,    3.41,    3.62,    3.00,    4.59,    4.38,    1.33,    3.41,    4.03,    6.77
199212,    0.63,    0.68,    1.85,    4.07,    0.86,    0.35,    1.90,    3.42,    4.43,    1.14,    0.50,    0.34,    0.37,    0.77,    3.29,    3.33,    3.53,    4.60,    4.12
199301,    5.45,    0.00,   -0.03,    2.64,    0.74,   -1.24,   -0.53,    2.45,    2.42,    2.40,   -1.39,   -1.46,   -0.99,   -0.65,   -0.39,    2.03,    2.97,    0.70,    5.59
199302,    0.91,   -1.20,    0.75,    2.73,   -1.54,   -0.44,   -0.01,    3.30,    2.44,   -1.31,   -1.85,   -0.53,   -0.34,   -0.82,    0.97,    3.40,    3.18,    2.71,    1.96
199303,    2.87,    1.88,    2.58,    3.02,    1.96,    2.45,    2.20,    2.66,    3.25,    2.26,    1.56,    1.71,    3.29,    1.14,    3.44,    2.64,    2.68,    3.10,    3.53
199304,   -0.04,   -4.31,   -2.44,   -2.50,   -4.47,   -2.62,   -3.57,   -2.17,   -2.24,   -5.72,   -2.76,   -3.99,   -1.10,   -4.91,   -2.02,   -1.58,   -2.89,   -1.49,   -3.55
199305,    4.59,    4.28,    2.57,    1.32,    5.23,    2.19,    3.37,    1.74,    0.93,    6.17,    4.00,    2.37,    1.99,    4.69,    1.90,    1.62,    1.89,    0.74,    1.28
199306,    1.25,   -1.17,    0.65,    2.38,   -0.97,   -1.86,    0.69,    2.89,    2.45,   -1.38,   -0.43,   -1.58,   -2.17,   -0.24,    1.75,    3.39,    2.27,    2.06,    3.14
199307,    1.71,   -0.84,   -0.91,    1.33,   -0.71,   -2.84,   -0.12,    1.01,    1.90,    0.14,   -1.40,   -1.12,   -4.20,   -0.89,    0.67,    1.54,    0.62,    1.19,    2.96
199308,    5.29,    4.02,    3.52,    3.50,    3.58,    4.03,    3.72,    2.82,    4.29,    4.07,    3.16,    5.01,    3.24,    4.58,    2.86,    3.24,    2.51,    4.31,    4.27
199309,   -0.96,    0.54,   -0.36,    0.71,    0.17,    0.63,   -0.61,   -0.25,    1.56,   -0.23,    0.50,    1.37,    0.02,   -0.43,   -0.79,   -0.07,   -0.39,    1.11,    2.21
199310,    6.12,    2.32,    1.76,   -1.43,    2.53,    2.89,    1.08,    0.15,   -2.08,    3.46,    1.76,    1.86,    3.76,    1.95,    0.18,    1.15,   -0.58,   -1.69,   -2.64
199311,   -1.05,   -0.81,   -1.21,   -3.24,   -0.59,    0.65,   -2.15,   -3.28,   -3.19,    0.17,   -1.22,   -1.29,    2.27,   -2.43,   -1.86,   -3.26,   -3.30,   -3.57,   -2.63
199312,    2.30,    1.38,    2.13,    1.82,    1.46,    2.15,    1.63,    2.02,    2.04,   -0.31,    2.95,    1.21,    2.90,    0.83,    2.46,    2.68,    1.53,    2.24,    1.74
199401,    5.19,    3.15,    2.88,    2.40,    3.34,    2.63,    2.82,    2.51,    2.96,    4.06,    2.76,    2.73,    2.55,    2.74,    2.91,    3.65,    1.66,    2.52,    3.61
199402,   -4.59,   -0.70,   -2.52,   -3.15,   -0.45,   -2.15,   -2.05,   -3.14,   -3.43,    0.39,   -1.13,   -1.25,   -2.86,   -1.62,   -2.50,   -3.62,   -2.77,   -4.02,   -2.59
199403,   -5.27,   -4.62,   -4.34,   -3.76,   -5.11,   -4.58,   -3.84,   -3.95,   -3.88,   -5.71,   -4.62,   -3.53,   -5.41,   -4.47,   -3.18,   -4.41,   -3.60,   -3.73,   -4.08
